FromNodeId,ToNodeId,Weight,Level
1233082374927388673	,1233094376936615936	,3,1
1233082374927388673	,1233082472038092801	,2,1
1233082374927388673	,1233087536022597632	,2,1
1233082374927388673	,1233087840583639040	,2,1
1233082374927388673	,1233092955793174529	,2,1
1233082374927388673	,1233137156027109376	,2,1
1233082374927388673	,1233271491891888129	,2,1
1233082374927388673	,1233274418584944640	,2,1
1233082374927388673	,1233307791420354560	,2,1
1233082374927388673	,1233430333279920129	,2,1
1233082374927388673	,1233557894773321728	,2,1
1233082374927388673	,1233558141935259649	,2,1
1233082374927388673	,1233558217772486656	,2,1
1233082374927388673	,1233558509804978176	,2,1
1233082374927388673	,1233558577232728064	,2,1
1233082374927388673	,1234522067325767684	,2,1
1233082374927388673	,1234528510032728065	,2,1
1233082374927388673	,1234533030846398465	,2,1
1233082374927388673	,1235945449334304769	,2,1
1233082374927388673	,1236136883241000966	,2,1
1233082374927388673	,1236136135165911040	,2,1
1233082374927388673	,1233082407907184640	,1,1
1233082374927388673	,1233082443122475009	,1,1
1233082374927388673	,1233082474529542144	,1,1
1233082374927388673	,1233082522428301312	,1,1
1233082374927388673	,1233082536982503424	,1,1
1233082374927388673	,1233082548403634176	,1,1
1233082374927388673	,1233082575167643649	,1,1
1233082374927388673	,1233082580783681537	,1,1
1233082374927388673	,1233082586508992512	,1,1
1233082374927388673	,1233082596235476993	,1,1
1233082374927388673	,1233082601344139264	,1,1
1233082374927388673	,1233082628422586368	,1,1
1233082374927388673	,1233082633124376576	,1,1
1233082374927388673	,1233082645996806153	,1,1
1233082374927388673	,1233082668453126151	,1,1
1233082374927388673	,1233082695527403520	,1,1
1233082374927388673	,1233082706658902017	,1,1
1233082374927388673	,1233082708802314241	,1,1
1233082374927388673	,1233082709657841664	,1,1
1233082374927388673	,1233087064259878912	,1,1
1233082374927388673	,1233087526228971521	,1,1
1233082374927388673	,1233087601093087237	,1,1
1233082374927388673	,1233087671779676162	,1,1
1233082374927388673	,1233087706239991808	,1,1
1233082374927388673	,1233087748363427840	,1,1
1233082374927388673	,1233087996536270848	,1,1
1233082374927388673	,1233088192473071616	,1,1
1233082374927388673	,1233088306436624391	,1,1
1233082374927388673	,1233088469355945984	,1,1
1233082374927388673	,1233088652235796481	,1,1
1233082374927388673	,1233093051876302848	,1,1
1233082374927388673	,1233093144805167104	,1,1
1233082374927388673	,1233093146445139968	,1,1
1233082374927388673	,1233093227244376066	,1,1
1233082374927388673	,1233094037218848769	,1,1
1233082374927388673	,1233094097965060096	,1,1
1233082374927388673	,1233094396687589383	,1,1
1233082374927388673	,1233099226344615936	,1,1
1233082374927388673	,1233100107337347072	,1,1
1233082374927388673	,1233100392839303168	,1,1
1233082374927388673	,1233106311778144256	,1,1
1233082374927388673	,1233106390580912130	,1,1
1233082374927388673	,1233112188853870592	,1,1
1233082374927388673	,1233112335088177157	,1,1
1233082374927388673	,1233112806532276229	,1,1
1233082374927388673	,1233113108597497857	,1,1
1233082374927388673	,1233113459530878976	,1,1
1233082374927388673	,1233118014238842880	,1,1
1233082374927388673	,1233118065858097152	,1,1
1233082374927388673	,1233118265125351428	,1,1
1233082374927388673	,1233118283819151360	,1,1
1233082374927388673	,1233118543530659841	,1,1
1233082374927388673	,1233124831266320401	,1,1
1233082374927388673	,1233125090675560448	,1,1
1233082374927388673	,1233129887625629696	,1,1
1233082374927388673	,1233129913584148481	,1,1
1233082374927388673	,1233130024305352704	,1,1
1233082374927388673	,1233130047256444928	,1,1
1233082374927388673	,1233130214013706243	,1,1
1233082374927388673	,1233130237665263616	,1,1
1233082374927388673	,1233130440308846592	,1,1
1233082374927388673	,1233131135493955584	,1,1
1233082374927388673	,1233136464445263872	,1,1
1233082374927388673	,1233137055657410560	,1,1
1233082374927388673	,1233137396293697537	,1,1
1233082374927388673	,1233142044895236096	,1,1
1233082374927388673	,1233142135932715008	,1,1
1233082374927388673	,1233142222692003842	,1,1
1233082374927388673	,1233142230396940297	,1,1
1233082374927388673	,1233147927863820288	,1,1
1233082374927388673	,1233148816984903681	,1,1
1233082374927388673	,1233153720164073472	,1,1
1233082374927388673	,1233153997143343105	,1,1
1233082374927388673	,1233154827313651715	,1,1
1233082374927388673	,1233178140333264897	,1,1
1233082374927388673	,1233182882031718400	,1,1
1233082374927388673	,1233183102563999745	,1,1
1233082374927388673	,1233183155441537024	,1,1
1233082374927388673	,1233188622267973632	,1,1
1233082374927388673	,1233188652483780608	,1,1
1233082374927388673	,1233189081246466050	,1,1
1233082374927388673	,1233189333877821440	,1,1
1233082374927388673	,1233189408863662082	,1,1
1233082374927388673	,1233189746077204481	,1,1
1233082374927388673	,1233194702654103553	,1,1
1233082374927388673	,1233200532963110917	,1,1
1233082374927388673	,1233200752975372288	,1,1
1233082374927388673	,1233201770643386368	,1,1
1233082374927388673	,1233208610341216256	,1,1
1233082374927388673	,1233208195914530822	,1,1
1233082374927388673	,1233218518339899392	,1,1
1233082374927388673	,1233218536883019776	,1,1
1233082374927388673	,1233219702291230721	,1,1
1233082374927388673	,1233224159351705603	,1,1
1233082374927388673	,1233225081704284160	,1,1
1233082374927388673	,1233225243063410689	,1,1
1233082374927388673	,1233221712931586050	,1,1
1233082374927388673	,1233221715074994176	,1,1
1233082374927388673	,1233219576915251207	,1,1
1233082374927388673	,1233217070730375168	,1,1
1233082374927388673	,1233216191507902465	,1,1
