FromNodeId,ToNodeId,Weight,Level
1246142679379062786	,1246142807439441928	,2,1
1246142679379062786	,1246142893473095680	,2,1
1246142679379062786	,1246153127197196288	,2,1
1246142679379062786	,1246159362575327232	,2,1
1246142679379062786	,1246170164447469572	,2,1
1246142679379062786	,1246142742666887172	,1,1
1246142679379062786	,1246142759427284998	,1,1
1246142679379062786	,1246142818135015430	,1,1
1246142679379062786	,1246142818323763206	,1,1
1246142679379062786	,1246153660515532800	,1,1
1246142679379062786	,1246154260359888896	,1,1
1246142679379062786	,1246191975549681665	,1,1
