FromNodeId,ToNodeId,Weight,Level
1225782016613941249	,1225782741138116609	,2,1
1225782016613941249	,1225783722185809921	,2,1
1225782016613941249	,1228552615664873474	,2,1
1225782016613941249	,1225782059630759936	,1,1
1225782016613941249	,1225782103876370432	,1,1
1225782016613941249	,1225782255601106945	,1,1
1225782016613941249	,1225782395862908929	,1,1
1225782016613941249	,1225782444613259265	,1,1
1225782016613941249	,1225782741624594432	,1,1
1225782016613941249	,1225782944423403521	,1,1
1225782016613941249	,1225783400147169287	,1,1
1225782016613941249	,1225783915710963714	,1,1
1225782016613941249	,1225783923617255424	,1,1
1225782016613941249	,1225784439340318721	,1,1
1225782016613941249	,1225792551996788736	,1,1
1225782016613941249	,1225793683498377218	,1,1
1225782016613941249	,1225795896992043008	,1,1
1225782016613941249	,1225796227935109120	,1,1
1225782016613941249	,1225796417794592770	,1,1
1225782016613941249	,1225797691441057793	,1,1
1225782016613941249	,1225806076945281031	,1,1
1225782016613941249	,1225807051596668928	,1,1
1225782016613941249	,1225819170178248707	,1,1
1225782016613941249	,1225823046784749569	,1,1
1225782016613941249	,1225824264739328000	,1,1
1225782016613941249	,1225846670560239616	,1,1
1225782016613941249	,1225849334819966979	,1,1
1225782016613941249	,1225857331222564865	,1,1
1225782016613941249	,1225859260996673537	,1,1
1225782016613941249	,1225911714559991812	,1,1
1225782016613941249	,1226149277656739840	,1,1
1225782016613941249	,1226402140253556737	,1,1
1225782016613941249	,1226441123146747904	,1,1
1225782016613941249	,1226646200364847106	,1,1
1225782016613941249	,1226721816732819459	,1,1
1225782016613941249	,1226872189548449792	,1,1
1225782016613941249	,1226874723289706502	,1,1
1225782016613941249	,1226880532870574081	,1,1
1225782016613941249	,1227416965691695105	,1,1
