FromNodeId,ToNodeId,Weight,Level
1220829014811607043	,1220851630205104128	,3,1
1220829014811607043	,1220883890539237379	,3,1
1220829014811607043	,1220891289270358016	,3,1
1220891289270358016	,1220892980682248193	,3,2
1220892980682248193	,1220932144400302080	,3,3
1220892980682248193	,1220918401507495937	,1,3
1220892980682248193	,1220950611560226816	,1,3
1220891289270358016	,1220901298280644608	,1,2
1220891289270358016	,1220893116565032961	,1,2
1220891289270358016	,1220908003169329152	,1,2
1220891289270358016	,1220925622224084993	,1,2
1220891289270358016	,1221090787527548928	,1,2
1220829014811607043	,1220946272825135105	,3,1
1220946272825135105	,1220951622043365378	,1,2
1220829014811607043	,1221170992447311873	,3,1
1220829014811607043	,1221190059770204160	,3,1
1220829014811607043	,1221206616894099456	,3,1
1221206616894099456	,1221223862727323648	,1,2
1220829014811607043	,1221248557530804225	,3,1
1220829014811607043	,1221263662909837312	,3,1
1220829014811607043	,1221372547247116288	,3,1
1220829014811607043	,1221435039449337856	,3,1
1221435039449337856	,1221437252359688202	,1,2
1221435039449337856	,1221595455106244612	,1,2
1220829014811607043	,1221451396349743104	,3,1
1220829014811607043	,1221450434356948992	,3,1
1221450434356948992	,1221494263441248257	,1,2
1220829014811607043	,1221475813855580160	,3,1
1221475813855580160	,1221894113181585408	,2,2
1221475813855580160	,1221476668398866432	,1,2
1221475813855580160	,1221502524550594561	,1,2
1221475813855580160	,1221893286735966208	,1,2
1220829014811607043	,1221481926650843138	,3,1
1221481926650843138	,1221482521487126529	,1,2
1221481926650843138	,1221498657423282177	,1,2
1220829014811607043	,1221500494444625920	,3,1
1221500494444625920	,1222167049398636544	,2,2
1222167049398636544	,1222414995595714561	,2,3
1221500494444625920	,1221506959532331009	,1,2
1221500494444625920	,1221508018044592134	,1,2
1221500494444625920	,1221503330586976256	,1,2
1221500494444625920	,1221500566293090305	,1,2
1221500494444625920	,1221501675900407814	,1,2
1221500494444625920	,1221523036077056009	,1,2
1221500494444625920	,1221523089864790016	,1,2
1221500494444625920	,1221520939369844737	,1,2
1221500494444625920	,1221520300975718400	,1,2
1221500494444625920	,1221518334417690626	,1,2
1221500494444625920	,1221515126861443074	,1,2
1221500494444625920	,1221514464283058176	,1,2
1221500494444625920	,1221515039573606402	,1,2
1221500494444625920	,1221513402000072706	,1,2
1221500494444625920	,1221513834222874624	,1,2
1221500494444625920	,1221511492685762561	,1,2
1221500494444625920	,1221509473468063744	,1,2
1221500494444625920	,1221509552660717568	,1,2
1221500494444625920	,1221509881095753728	,1,2
1221500494444625920	,1221510313071104000	,1,2
1221500494444625920	,1221510688033722369	,1,2
1221500494444625920	,1221510989327278080	,1,2
1221500494444625920	,1221508485818540038	,1,2
1221500494444625920	,1221508552403169283	,1,2
1221500494444625920	,1221508478700789764	,1,2
1221500494444625920	,1221537805483921409	,1,2
1221500494444625920	,1221526842890510338	,1,2
1221500494444625920	,1221525439262248961	,1,2
1221500494444625920	,1221526047755100161	,1,2
1221500494444625920	,1221523272845680642	,1,2
1221500494444625920	,1221549669509140488	,1,2
1221500494444625920	,1221549066716360705	,1,2
1221500494444625920	,1221547898971795457	,1,2
1221500494444625920	,1221547383445577729	,1,2
1221500494444625920	,1221552972389208065	,1,2
1221500494444625920	,1221551225784504321	,1,2
1221500494444625920	,1221549047871348737	,1,2
1221500494444625920	,1221549791437623300	,1,2
1221500494444625920	,1221547971747164167	,1,2
1221500494444625920	,1221548019998437376	,1,2
