FromNodeId,ToNodeId,Weight,Level
1223303686627176449	,1223304594362654720	,3,1
1223303686627176449	,1223304690135437312	,3,1
1223303686627176449	,1223318625974542337	,3,1
1223303686627176449	,1223758080153964547	,3,1
1223303686627176449	,1223760450124439554	,3,1
1223303686627176449	,1223305251056443392	,2,1
1223303686627176449	,1223670192682627073	,2,1
1223303686627176449	,1223759081883815936	,2,1
1223303686627176449	,1223304596489228288	,1,1
1223303686627176449	,1223304709936562177	,1,1
1223303686627176449	,1223304219421216769	,1,1
1223303686627176449	,1223304245325258757	,1,1
1223303686627176449	,1223304131743490048	,1,1
1223303686627176449	,1223304034074943489	,1,1
1223303686627176449	,1223303929280323587	,1,1
1223303686627176449	,1223303849672355841	,1,1
1223303686627176449	,1223303724640219138	,1,1
1223303686627176449	,1223305005320548352	,1,1
1223303686627176449	,1223305087386365959	,1,1
1223303686627176449	,1223306205679849473	,1,1
1223303686627176449	,1223311127997710341	,1,1
1223303686627176449	,1223311908582961157	,1,1
1223303686627176449	,1223317157796372485	,1,1
1223303686627176449	,1223316047148867584	,1,1
1223303686627176449	,1223314053784723457	,1,1
1223303686627176449	,1223313746526908416	,1,1
1223303686627176449	,1223313771721920512	,1,1
1223303686627176449	,1223309418642755584	,1,1
1223303686627176449	,1223308754944479232	,1,1
1223303686627176449	,1223325541421518849	,1,1
1223303686627176449	,1223333091671969794	,1,1
1223303686627176449	,1223334072690176001	,1,1
1223303686627176449	,1223327787106177024	,1,1
1223303686627176449	,1223327429978013696	,1,1
1223303686627176449	,1223327127799586817	,1,1
1223303686627176449	,1223320371216158728	,1,1
1223303686627176449	,1223341517718290433	,1,1
1223303686627176449	,1223349877821911041	,1,1
1223303686627176449	,1223346252479332352	,1,1
1223303686627176449	,1223339711114153991	,1,1
1223303686627176449	,1223338699997446144	,1,1
1223303686627176449	,1223336280240484352	,1,1
1223303686627176449	,1223335281933324288	,1,1
1223303686627176449	,1223360606490808321	,1,1
1223303686627176449	,1223368096506875905	,1,1
1223303686627176449	,1223395346564468736	,1,1
1223303686627176449	,1223392908218458117	,1,1
1223303686627176449	,1223430347133804546	,1,1
1223303686627176449	,1223669965825495040	,1,1
1223303686627176449	,1223701904615587841	,1,1
