FromNodeId,ToNodeId,Weight,Level
1224002288802574336	,1224002814327717888	,3,1
1224002288802574336	,1224002839854215168	,2,1
1224002288802574336	,1224029212585136129	,2,1
1224029212585136129	,1224037537431400451	,2,2
1224002288802574336	,1224036673484480513	,2,1
1224036673484480513	,1224037154449448960	,2,2
1224002288802574336	,1224002491278397440	,1,1
1224002288802574336	,1224002875333808131	,1,1
1224002288802574336	,1224003622750560258	,1,1
1224002288802574336	,1224003669512900611	,1,1
1224002288802574336	,1224010771438493698	,1,1
1224002288802574336	,1224018613536989184	,1,1
1224002288802574336	,1224019334697226241	,1,1
1224002288802574336	,1224028639504678912	,1,1
1224002288802574336	,1224039150522916864	,1,1
1224002288802574336	,1224047968996732928	,1,1
1224002288802574336	,1224076441765261313	,1,1
1224002288802574336	,1224076664331698176	,1,1
1224002288802574336	,1224113952604545026	,1,1
1224002288802574336	,1224202409184038912	,1,1
1224002288802574336	,1224355986913230852	,1,1
1224002288802574336	,1224559276615589888	,1,1
