FromNodeId,ToNodeId,Weight,Level
1228082562481831936	,1228138220967399424	,3,1
1228138220967399424	,1228180727272919041	,1,2
1228138220967399424	,1228228521215971328	,1,2
1228082562481831936	,1228315418240208898	,2,1
1228082562481831936	,1228444339472392193	,2,1
1228082562481831936	,1229310679980683264	,2,1
1228082562481831936	,1228082591124856839	,1,1
1228082562481831936	,1228082657650728960	,1,1
1228082562481831936	,1228083669564178432	,1,1
1228082562481831936	,1228084207936843778	,1,1
1228082562481831936	,1228084480289759232	,1,1
1228082562481831936	,1228086495988404224	,1,1
1228082562481831936	,1228089639082352640	,1,1
1228082562481831936	,1228119916743667714	,1,1
1228082562481831936	,1228135848241176577	,1,1
1228082562481831936	,1228149370190802944	,1,1
1228082562481831936	,1228160415013621760	,1,1
1228082562481831936	,1228181822057566210	,1,1
1228082562481831936	,1228198647549943808	,1,1
1228082562481831936	,1228315327257288704	,1,1
1228082562481831936	,1228327503732727810	,1,1
1228082562481831936	,1228408824316514306	,1,1
1228082562481831936	,1228409507870629888	,1,1
1228082562481831936	,1228414066995036160	,1,1
1228082562481831936	,1229239270994522118	,1,1
