FromNodeId,from_time,ToNodeId,to_time,Weight,Level
"1222650786393608192	",1/30/2020 6:40,"1222809881410969602	",1/30/2020 17:12,3,1
"1222650786393608192	",1/30/2020 6:40,"1222810434098679808	",1/30/2020 17:15,3,1
"1222650786393608192	",1/30/2020 6:40,"1222810465778225152	",1/30/2020 17:15,3,1
"1222650786393608192	",1/30/2020 6:40,"1222815433449005058	",1/30/2020 17:34,3,1
"1222650786393608192	",1/30/2020 6:40,"1222815653016457216	",1/30/2020 17:35,3,1
"1222650786393608192	",1/30/2020 6:40,"1222815751142285312	",1/30/2020 17:36,3,1
"1222650786393608192	",1/30/2020 6:40,"1222816310662516736	",1/30/2020 17:38,3,1
"1222650786393608192	",1/30/2020 6:40,"1222815379690360832	",1/30/2020 17:34,3,1
"1222650786393608192	",1/30/2020 6:40,"1222820131371307008	",1/30/2020 17:53,3,1
"1222650786393608192	",1/30/2020 6:40,"1222814528355782657	",1/30/2020 17:31,3,1
"1222650786393608192	",1/30/2020 6:40,"1222809962209927169	",1/30/2020 17:13,3,1
"1222650786393608192	",1/30/2020 6:40,"1222988941437083648	",1/31/2020 5:04,3,1
"1222650786393608192	",1/30/2020 6:40,"1222988947611144192	",1/31/2020 5:04,3,1
"1222650786393608192	",1/30/2020 6:40,"1222989016250945536	",1/31/2020 5:04,3,1
"1222650786393608192	",1/30/2020 6:40,"1222989321793417252	",1/31/2020 5:05,3,1
"1222650786393608192	",1/30/2020 6:40,"1222989481562845198	",1/31/2020 5:06,3,1
"1222650786393608192	",1/30/2020 6:40,"1222989547681853447	",1/31/2020 5:06,3,1
"1222650786393608192	",1/30/2020 6:40,"1222989894831812621	",1/31/2020 5:08,3,1
"1222650786393608192	",1/30/2020 6:40,"1222990086008188930	",1/31/2020 5:08,3,1
"1222650786393608192	",1/30/2020 6:40,"1222990135094128641	",1/31/2020 5:09,3,1
"1222650786393608192	",1/30/2020 6:40,"1222990243177123842	",1/31/2020 5:09,3,1
"1222650786393608192	",1/30/2020 6:40,"1222994773440704516	",1/31/2020 5:27,3,1
"1222650786393608192	",1/30/2020 6:40,"1222995198189494277	",1/31/2020 5:29,3,1
"1222650786393608192	",1/30/2020 6:40,"1222995211971964939	",1/31/2020 5:29,3,1
"1222650786393608192	",1/30/2020 6:40,"1222995320482803720	",1/31/2020 5:29,3,1
"1222650786393608192	",1/30/2020 6:40,"1222995427995332608	",1/31/2020 5:30,3,1
"1222650786393608192	",1/30/2020 6:40,"1222995950127538176	",1/31/2020 5:32,3,1
"1222650786393608192	",1/30/2020 6:40,"1222996015126433792	",1/31/2020 5:32,3,1
"1222650786393608192	",1/30/2020 6:40,"1222996069421764608	",1/31/2020 5:32,3,1
"1222650786393608192	",1/30/2020 6:40,"1222996302302076928	",1/31/2020 5:33,3,1
"1222650786393608192	",1/30/2020 6:40,"1223000695487574028	",1/31/2020 5:51,3,1
"1222650786393608192	",1/30/2020 6:40,"1223001095989080064	",1/31/2020 5:52,3,1
"1222650786393608192	",1/30/2020 6:40,"1223001232731713539	",1/31/2020 5:53,3,1
"1222650786393608192	",1/30/2020 6:40,"1223001411493027840	",1/31/2020 5:53,3,1
"1222650786393608192	",1/30/2020 6:40,"1223002029284413440	",1/31/2020 5:56,3,1
"1222650786393608192	",1/30/2020 6:40,"1223002486270832642	",1/31/2020 5:58,3,1
"1222650786393608192	",1/30/2020 6:40,"1222998811683016707	",1/31/2020 5:43,3,1
"1222650786393608192	",1/30/2020 6:40,"1222998150044176384	",1/31/2020 5:40,3,1
"1222650786393608192	",1/30/2020 6:40,"1222995782690799619	",1/31/2020 5:31,3,1
"1222995782690799619	",1/31/2020 5:31,"1222999037848293377	",1/31/2020 5:44,2,2
"1222650786393608192	",1/30/2020 6:40,"1222988628474744832	",1/31/2020 5:03,3,1
"1222650786393608192	",1/30/2020 6:40,"1222988139935027200	",1/31/2020 5:01,3,1
"1222650786393608192	",1/30/2020 6:40,"1222987854428745740	",1/31/2020 5:00,3,1
"1222650786393608192	",1/30/2020 6:40,"1222995173992542226	",1/31/2020 5:29,3,1
"1222650786393608192	",1/30/2020 6:40,"1223173898243657730	",1/31/2020 17:19,3,1
"1222650786393608192	",1/30/2020 6:40,"1223174283133739009	",1/31/2020 17:20,3,1
"1222650786393608192	",1/30/2020 6:40,"1223175160858955776	",1/31/2020 17:24,3,1
"1222650786393608192	",1/30/2020 6:40,"1223180614867664897	",1/31/2020 17:45,3,1
"1222650786393608192	",1/30/2020 6:40,"1223181737586495490	",1/31/2020 17:50,3,1
"1222650786393608192	",1/30/2020 6:40,"1223181766531272705	",1/31/2020 17:50,3,1
"1222650786393608192	",1/30/2020 6:40,"1223182169838956544	",1/31/2020 17:52,3,1
"1222650786393608192	",1/30/2020 6:40,"1223182258837819393	",1/31/2020 17:52,3,1
"1222650786393608192	",1/30/2020 6:40,"1222657680260714498	",1/30/2020 7:08,3,1
"1222650786393608192	",1/30/2020 6:40,"1222662558387064832	",1/30/2020 7:27,3,1
"1222650786393608192	",1/30/2020 6:40,"1222658372484390914	",1/30/2020 7:10,3,1
"1222658372484390914	",1/30/2020 7:10,"1222658746163322880	",1/30/2020 7:12,1,2
"1222650786393608192	",1/30/2020 6:40,"1222681691573170179	",1/30/2020 8:43,3,1
"1222650786393608192	",1/30/2020 6:40,"1222688566511316992	",1/30/2020 9:10,3,1
"1222650786393608192	",1/30/2020 6:40,"1222687920890564609	",1/30/2020 9:08,3,1
"1222650786393608192	",1/30/2020 6:40,"1222709139190820865	",1/30/2020 10:32,3,1
"1222650786393608192	",1/30/2020 6:40,"1222707534974390274	",1/30/2020 10:26,3,1
"1222707534974390274	",1/30/2020 10:26,"1222715693155737600	",1/30/2020 10:58,1,2
"1222650786393608192	",1/30/2020 6:40,"1222734914698665984	",1/30/2020 12:14,3,1
"1222734914698665984	",1/30/2020 12:14,"1222735293842952193	",1/30/2020 12:16,1,2
"1222734914698665984	",1/30/2020 12:14,"1222746882234933255	",1/30/2020 13:02,1,2
"1222734914698665984	",1/30/2020 12:14,"1222782681366384641	",1/30/2020 15:24,1,2
"1222650786393608192	",1/30/2020 6:40,"1222738827908931585	",1/30/2020 12:30,3,2
"1222738827908931585	",1/30/2020 12:30,"1222739316901851142	",1/30/2020 12:32,2,3
"1222739316901851142	",1/30/2020 12:32,"1222771197512949760	",1/30/2020 14:39,1,3
"1222739316901851142	",1/30/2020 12:32,"1222845207655407616	",1/30/2020 19:33,1,2
"1222738827908931585	",1/30/2020 12:30,"1222775316910936064	",1/30/2020 14:55,1,2
"1222738827908931585	",1/30/2020 12:30,"1222771242215911424	",1/30/2020 14:39,1,2
"1222738827908931585	",1/30/2020 12:30,"1222769617636151296	",1/30/2020 14:32,1,2
"1222738827908931585	",1/30/2020 12:30,"1222761813273649158	",1/30/2020 14:01,1,2
"1222650786393608192	",1/30/2020 6:40,"1222733179204898816	",1/30/2020 12:08,3,1
"1222733179204898816	",1/30/2020 12:08,"1222734519339487232	",1/30/2020 12:13,1,2
"1222733179204898816	",1/30/2020 12:08,"1222734407435464706	",1/30/2020 12:12,1,2
"1222650786393608192	",1/30/2020 6:40,"1222746791679934464	",1/30/2020 13:02,3,1
"1222650786393608192	",1/30/2020 6:40,"1222746956193288193	",1/30/2020 13:02,3,1
"1222650786393608192	",1/30/2020 6:40,"1222747055371800581	",1/30/2020 13:03,3,1
"1222650786393608192	",1/30/2020 6:40,"1222757341528879105	",1/30/2020 13:44,3,1
"1222650786393608192	",1/30/2020 6:40,"1222751769823993856	",1/30/2020 13:21,3,1
"1222650786393608192	",1/30/2020 6:40,"1222757092538318848	",1/30/2020 13:43,3,1
"1222650786393608192	",1/30/2020 6:40,"1222766151224250369	",1/30/2020 14:19,3,1
"1222650786393608192	",1/30/2020 6:40,"1222766421962371072	",1/30/2020 14:20,3,1
"1222650786393608192	",1/30/2020 6:40,"1222774850315542529	",1/30/2020 14:53,3,1
