FromNodeId,from_time,ToNodeId,to_time,Weight,Level
"1222650786393608192	",1/30/2020 6:40,"1222779727120945152	",1/30/2020 15:12,3,1
"1222650786393608192	",1/30/2020 6:40,"1222780173264805889	",1/30/2020 15:14,3,1
"1222650786393608192	",1/30/2020 6:40,"1222780789772865536	",1/30/2020 15:17,3,1
"1222650786393608192	",1/30/2020 6:40,"1222781401650483201	",1/30/2020 15:19,3,1
"1222650786393608192	",1/30/2020 6:40,"1222788930912903168	",1/30/2020 15:49,3,1
"1222650786393608192	",1/30/2020 6:40,"1222787923143208960	",1/30/2020 15:45,3,1
"1222650786393608192	",1/30/2020 6:40,"1222783255981760513	",1/30/2020 15:27,3,1
"1222650786393608192	",1/30/2020 6:40,"1222783382700077056	",1/30/2020 15:27,3,1
"1222783382700077056	",1/30/2020 15:27,"1222988960441544716	",1/31/2020 5:04,3,2
"1222783382700077056	",1/30/2020 15:27,"1222816532490641408	",1/30/2020 17:39,1,2
"1222783382700077056	",1/30/2020 15:27,"1222817056690786304	",1/30/2020 17:41,1,2
"1222783382700077056	",1/30/2020 15:27,"1222821117968207874	",1/30/2020 17:57,1,2
"1222783382700077056	",1/30/2020 15:27,"1222819116849016832	",1/30/2020 17:49,1,2
"1222783382700077056	",1/30/2020 15:27,"1222816900322865154	",1/30/2020 17:40,1,2
"1222783382700077056	",1/30/2020 15:27,"1222817008770781187	",1/30/2020 17:41,1,2
"1222783382700077056	",1/30/2020 15:27,"1222809005468405760	",1/30/2020 17:09,1,2
"1222783382700077056	",1/30/2020 15:27,"1222994894421209088	",1/31/2020 5:27,1,2
"1222783382700077056	",1/30/2020 15:27,"1222998511064666112	",1/31/2020 5:42,1,2
"1222783382700077056	",1/30/2020 15:27,"1222995950651813897	",1/31/2020 5:32,1,2
"1222783382700077056	",1/30/2020 15:27,"1222992769125244928	",1/31/2020 5:19,1,2
"1222783382700077056	",1/30/2020 15:27,"1222785598936829953	",1/30/2020 15:36,1,2
"1222783382700077056	",1/30/2020 15:27,"1222784480039133184	",1/30/2020 15:31,1,2
"1222783382700077056	",1/30/2020 15:27,"1222785082945085442	",1/30/2020 15:34,1,2
"1222783382700077056	",1/30/2020 15:27,"1222784124282441728	",1/30/2020 15:30,1,2
"1222783382700077056	",1/30/2020 15:27,"1222797333206896641	",1/30/2020 16:22,1,2
"1222783382700077056	",1/30/2020 15:27,"1222800208700039168	",1/30/2020 16:34,1,2
"1222783382700077056	",1/30/2020 15:27,"1222795684136484864	",1/30/2020 16:16,1,2
"1222783382700077056	",1/30/2020 15:27,"1222793987016351745	",1/30/2020 16:09,1,2
"1222783382700077056	",1/30/2020 15:27,"1222800581657604101	",1/30/2020 16:35,1,2
"1222783382700077056	",1/30/2020 15:27,"1222835482788356097	",1/30/2020 18:54,1,2
"1222783382700077056	",1/30/2020 15:27,"1222832323877621760	",1/30/2020 18:41,1,2
"1222783382700077056	",1/30/2020 15:27,"1222831486023487488	",1/30/2020 18:38,1,2
"1222783382700077056	",1/30/2020 15:27,"1222830480539766785	",1/30/2020 18:34,1,2
"1222783382700077056	",1/30/2020 15:27,"1222827324112035841	",1/30/2020 18:22,1,2
"1222783382700077056	",1/30/2020 15:27,"1222842100997410817	",1/30/2020 19:20,1,2
"1222783382700077056	",1/30/2020 15:27,"1222837689994575873	",1/30/2020 19:03,1,2
"1222783382700077056	",1/30/2020 15:27,"1222852242371497987	",1/30/2020 20:01,1,2
"1222783382700077056	",1/30/2020 15:27,"1222862180703506432	",1/30/2020 20:40,1,2
"1222783382700077056	",1/30/2020 15:27,"1222870107292086272	",1/30/2020 21:12,1,2
"1222783382700077056	",1/30/2020 15:27,"1222877485668487168	",1/30/2020 21:41,1,2
"1222783382700077056	",1/30/2020 15:27,"1222874138936782859	",1/30/2020 21:28,1,2
"1222783382700077056	",1/30/2020 15:27,"1222870582557134848	",1/30/2020 21:14,1,2
"1222783382700077056	",1/30/2020 15:27,"1222894453767032832	",1/30/2020 22:48,1,2
"1222783382700077056	",1/30/2020 15:27,"1222894692947222529	",1/30/2020 22:49,1,2
"1222783382700077056	",1/30/2020 15:27,"1222891233850224642	",1/30/2020 22:36,1,2
"1222783382700077056	",1/30/2020 15:27,"1222900178811666433	",1/30/2020 23:11,1,2
"1222783382700077056	",1/30/2020 15:27,"1222904874125295618	",1/30/2020 23:30,1,2
"1222783382700077056	",1/30/2020 15:27,"1222917469330989059	",1/31/2020 0:20,1,2
"1222783382700077056	",1/30/2020 15:27,"1222917864740524033	",1/31/2020 0:21,1,2
"1222783382700077056	",1/30/2020 15:27,"1222923657913282563	",1/31/2020 0:44,1,2
"1222783382700077056	",1/30/2020 15:27,"1222924065469497345	",1/31/2020 0:46,1,2
"1222783382700077056	",1/30/2020 15:27,"1222924451920187392	",1/31/2020 0:48,1,2
"1222783382700077056	",1/30/2020 15:27,"1222922288695324672	",1/31/2020 0:39,1,2
"1222783382700077056	",1/30/2020 15:27,"1222920357587357699	",1/31/2020 0:31,1,2
"1222783382700077056	",1/30/2020 15:27,"1222914659151380482	",1/31/2020 0:09,1,2
"1222783382700077056	",1/30/2020 15:27,"1222914016898580481	",1/31/2020 0:06,1,2
"1222783382700077056	",1/30/2020 15:27,"1222913619488362502	",1/31/2020 0:05,1,2
"1222783382700077056	",1/30/2020 15:27,"1222937772446617602	",1/31/2020 1:41,1,2
"1222783382700077056	",1/30/2020 15:27,"1222953752677769216	",1/31/2020 2:44,1,2
"1222783382700077056	",1/30/2020 15:27,"1222971873618612224	",1/31/2020 3:56,1,2
"1222783382700077056	",1/30/2020 15:27,"1222970948736909312	",1/31/2020 3:52,1,2
"1222783382700077056	",1/30/2020 15:27,"1222970005064691712	",1/31/2020 3:49,1,2
"1222783382700077056	",1/30/2020 15:27,"1222966884158640128	",1/31/2020 3:36,1,2
"1222783382700077056	",1/30/2020 15:27,"1222972879094063107	",1/31/2020 4:00,1,2
"1222783382700077056	",1/30/2020 15:27,"1222985484013637632	",1/31/2020 4:50,1,2
"1222783382700077056	",1/30/2020 15:27,"1222974811053400071	",1/31/2020 4:08,1,2
"1222783382700077056	",1/30/2020 15:27,"1222974090526543872	",1/31/2020 4:05,1,2
"1222783382700077056	",1/30/2020 15:27,"1222973985689939969	",1/31/2020 4:04,1,2
"1222783382700077056	",1/30/2020 15:27,"1223019851662295040	",1/31/2020 7:07,1,2
"1222783382700077056	",1/30/2020 15:27,"1223021252522250241	",1/31/2020 7:12,1,2
"1222783382700077056	",1/30/2020 15:27,"1223071699928829952	",1/31/2020 10:33,1,2
"1222783382700077056	",1/30/2020 15:27,"1223081728425779201	",1/31/2020 11:13,1,2
"1222783382700077056	",1/30/2020 15:27,"1223093683052077062	",1/31/2020 12:00,1,2
"1222783382700077056	",1/30/2020 15:27,"1223114903810007040	",1/31/2020 13:24,1,2
"1222783382700077056	",1/30/2020 15:27,"1223136131010695169	",1/31/2020 14:49,1,2
"1222783382700077056	",1/30/2020 15:27,"1223145658938466305	",1/31/2020 15:27,1,2
"1222783382700077056	",1/30/2020 15:27,"1223149711512821760	",1/31/2020 15:43,1,2
"1222783382700077056	",1/30/2020 15:27,"1223150783274852353	",1/31/2020 15:47,1,2
"1222783382700077056	",1/30/2020 15:27,"1223155276703989760	",1/31/2020 16:05,1,2
"1222783382700077056	",1/30/2020 15:27,"1223158462915534848	",1/31/2020 16:17,1,2
"1222783382700077056	",1/30/2020 15:27,"1223168509171113985	",1/31/2020 16:57,1,2
"1222783382700077056	",1/30/2020 15:27,"1223160161638002688	",1/31/2020 16:24,1,2
"1222783382700077056	",1/30/2020 15:27,"1223159756195598336	",1/31/2020 16:23,1,2
"1222783382700077056	",1/30/2020 15:27,"1223159089565523969	",1/31/2020 16:20,1,2
"1222783382700077056	",1/30/2020 15:27,"1223154581926023169	",1/31/2020 16:02,1,2
"1222783382700077056	",1/30/2020 15:27,"1223212380882198529	",1/31/2020 19:52,1,2
"1222650786393608192	",1/30/2020 6:40,"1222782543201591297	",1/30/2020 15:24,3,1
"1222650786393608192	",1/30/2020 6:40,"1222792049788932096	",1/30/2020 16:01,3,1
"1222792049788932096	",1/30/2020 16:01,"1222792286196654080	",1/30/2020 16:02,1,2
"1222650786393608192	",1/30/2020 6:40,"1222792132584493056	",1/30/2020 16:02,3,1
"1222650786393608192	",1/30/2020 6:40,"1222792157846654976	",1/30/2020 16:02,3,1
"1222650786393608192	",1/30/2020 6:40,"1222797246405783552	",1/30/2020 16:22,3,1
"1222650786393608192	",1/30/2020 6:40,"1222797567160803328	",1/30/2020 16:23,3,1
"1222650786393608192	",1/30/2020 6:40,"1222797865006690309	",1/30/2020 16:25,3,1
"1222650786393608192	",1/30/2020 6:40,"1222798003540500480	",1/30/2020 16:25,3,1
"1222650786393608192	",1/30/2020 6:40,"1222803561068683264	",1/30/2020 16:47,3,1
"1222650786393608192	",1/30/2020 6:40,"1222805186743275520	",1/30/2020 16:54,3,1
"1222650786393608192	",1/30/2020 6:40,"1222799883318501376	",1/30/2020 16:33,3,1
"1222650786393608192	",1/30/2020 6:40,"1222801279044476933	",1/30/2020 16:38,3,1
"1222650786393608192	",1/30/2020 6:40,"1222794389916913664	",1/30/2020 16:11,3,1
"1222650786393608192	",1/30/2020 6:40,"1222827858151792640	",1/30/2020 18:24,3,1
"1222650786393608192	",1/30/2020 6:40,"1222827964083118080	",1/30/2020 18:24,3,1
"1222650786393608192	",1/30/2020 6:40,"1222828283051548672	",1/30/2020 18:25,3,1
"1222650786393608192	",1/30/2020 6:40,"1222828402165665792	",1/30/2020 18:26,3,1
"1222828402165665792	",1/30/2020 18:26,"1222828888730013697	",1/30/2020 18:28,2,2
"1222650786393608192	",1/30/2020 6:40,"1222828970191872000	",1/30/2020 18:28,3,1
"1222650786393608192	",1/30/2020 6:40,"1222834309544828928	",1/30/2020 18:49,3,1
"1222650786393608192	",1/30/2020 6:40,"1222834548465111040	",1/30/2020 18:50,3,1
"1222650786393608192	",1/30/2020 6:40,"1222835407957700613	",1/30/2020 18:54,3,1
"1222650786393608192	",1/30/2020 6:40,"1222828612279263234	",1/30/2020 18:27,3,1
"1222650786393608192	",1/30/2020 6:40,"1222830982987943936	",1/30/2020 18:36,3,1
"1222650786393608192	",1/30/2020 6:40,"1222833629270827009	",1/30/2020 18:47,3,1
"1222650786393608192	",1/30/2020 6:40,"1222840252068438016	",1/30/2020 19:13,3,1
"1222650786393608192	",1/30/2020 6:40,"1222840534051348480	",1/30/2020 19:14,3,1
"1222650786393608192	",1/30/2020 6:40,"1222840596362137600	",1/30/2020 19:14,3,1
"1222650786393608192	",1/30/2020 6:40,"1222840694085079040	",1/30/2020 19:15,3,1
"1222650786393608192	",1/30/2020 6:40,"1222840737668222976	",1/30/2020 19:15,3,1
"1222650786393608192	",1/30/2020 6:40,"1222840767569227776	",1/30/2020 19:15,3,1
"1222650786393608192	",1/30/2020 6:40,"1222845716600586241	",1/30/2020 19:35,3,1
"1222650786393608192	",1/30/2020 6:40,"1222845752801726465	",1/30/2020 19:35,3,1
"1222650786393608192	",1/30/2020 6:40,"1222845760166776833	",1/30/2020 19:35,3,1
"1222650786393608192	",1/30/2020 6:40,"1222845785420681223	",1/30/2020 19:35,3,1
"1222650786393608192	",1/30/2020 6:40,"1222851378772631552	",1/30/2020 19:57,3,1
"1222650786393608192	",1/30/2020 6:40,"1222851534821711872	",1/30/2020 19:58,3,1
"1222650786393608192	",1/30/2020 6:40,"1222850077234024448	",1/30/2020 19:52,3,1
"1222650786393608192	",1/30/2020 6:40,"1222849382065807361	",1/30/2020 19:49,3,1
"1222650786393608192	",1/30/2020 6:40,"1222848232360824832	",1/30/2020 19:45,3,1
"1222650786393608192	",1/30/2020 6:40,"1222847211484004353	",1/30/2020 19:41,3,1
"1222650786393608192	",1/30/2020 6:40,"1222843694094508033	",1/30/2020 19:27,3,1
"1222650786393608192	",1/30/2020 6:40,"1222843577421553669	",1/30/2020 19:26,3,1
"1222650786393608192	",1/30/2020 6:40,"1222852330153861120	",1/30/2020 20:01,3,1
"1222650786393608192	",1/30/2020 6:40,"1222852492775567360	",1/30/2020 20:02,3,1
"1222650786393608192	",1/30/2020 6:40,"1222857250538168326	",1/30/2020 20:21,3,1
"1222650786393608192	",1/30/2020 6:40,"1222857644395900929	",1/30/2020 20:22,3,1
"1222650786393608192	",1/30/2020 6:40,"1222863674190245889	",1/30/2020 20:46,3,1
"1222650786393608192	",1/30/2020 6:40,"1222863756235100161	",1/30/2020 20:46,3,1
"1222650786393608192	",1/30/2020 6:40,"1222863935927390209	",1/30/2020 20:47,3,1
"1222650786393608192	",1/30/2020 6:40,"1222864050259841031	",1/30/2020 20:48,3,1
"1222650786393608192	",1/30/2020 6:40,"1222864284528496642	",1/30/2020 20:48,3,1
"1222650786393608192	",1/30/2020 6:40,"1222864616184696832	",1/30/2020 20:50,3,1
"1222650786393608192	",1/30/2020 6:40,"1222864768123297793	",1/30/2020 20:50,3,1
"1222650786393608192	",1/30/2020 6:40,"1222864855524421633	",1/30/2020 20:51,3,1
"1222650786393608192	",1/30/2020 6:40,"1222864983375171584	",1/30/2020 20:51,3,1
"1222650786393608192	",1/30/2020 6:40,"1222862315940405251	",1/30/2020 20:41,3,1
"1222862315940405251	",1/30/2020 20:41,"1223080186008047616	",1/31/2020 11:06,1,2
"1222650786393608192	",1/30/2020 6:40,"1222856670797107205	",1/30/2020 20:18,3,1
"1222650786393608192	",1/30/2020 6:40,"1222853883505963008	",1/30/2020 20:07,3,1
"1222650786393608192	",1/30/2020 6:40,"1222863470753796096	",1/30/2020 20:45,3,1
"1222650786393608192	",1/30/2020 6:40,"1222869376405102593	",1/30/2020 21:09,3,1
"1222650786393608192	",1/30/2020 6:40,"1222869439709925378	",1/30/2020 21:09,3,1
"1222650786393608192	",1/30/2020 6:40,"1222869468176625664	",1/30/2020 21:09,3,1
"1222650786393608192	",1/30/2020 6:40,"1222870737465290752	",1/30/2020 21:14,3,1
"1222650786393608192	",1/30/2020 6:40,"1222874990275629056	",1/30/2020 21:31,3,1
"1222650786393608192	",1/30/2020 6:40,"1222875350423756801	",1/30/2020 21:32,3,1
"1222650786393608192	",1/30/2020 6:40,"1222875962716688384	",1/30/2020 21:35,3,1
"1222650786393608192	",1/30/2020 6:40,"1222876195890421761	",1/30/2020 21:36,3,1
"1222650786393608192	",1/30/2020 6:40,"1222880986897272832	",1/30/2020 21:55,3,1
"1222650786393608192	",1/30/2020 6:40,"1222881384664064000	",1/30/2020 21:56,3,1
"1222650786393608192	",1/30/2020 6:40,"1222881829952217089	",1/30/2020 21:58,3,1
"1222650786393608192	",1/30/2020 6:40,"1222881834503151617	",1/30/2020 21:58,3,1
"1222650786393608192	",1/30/2020 6:40,"1222881936315682821	",1/30/2020 21:59,3,1
"1222650786393608192	",1/30/2020 6:40,"1222879780497956871	",1/30/2020 21:50,3,1
"1222650786393608192	",1/30/2020 6:40,"1222878412676780032	",1/30/2020 21:45,3,1
"1222650786393608192	",1/30/2020 6:40,"1222872599467716608	",1/30/2020 21:22,3,1
"1222872599467716608	",1/30/2020 21:22,"1222914008036134912	",1/31/2020 0:06,1,2
"1222650786393608192	",1/30/2020 6:40,"1222881010247000066	",1/30/2020 21:55,3,1
"1222650786393608192	",1/30/2020 6:40,"1222879192297148419	",1/30/2020 21:48,3,1
"1222650786393608192	",1/30/2020 6:40,"1222879078723858435	",1/30/2020 21:47,3,1
"1222650786393608192	",1/30/2020 6:40,"1222878607204159491	",1/30/2020 21:45,3,1
"1222650786393608192	",1/30/2020 6:40,"1222874929101778944	",1/30/2020 21:31,3,1
"1222650786393608192	",1/30/2020 6:40,"1222874800386977793	",1/30/2020 21:30,3,1
"1222650786393608192	",1/30/2020 6:40,"1222873718713511936	",1/30/2020 21:26,3,1
"1222650786393608192	",1/30/2020 6:40,"1222873613092544518	",1/30/2020 21:26,3,1
"1222650786393608192	",1/30/2020 6:40,"1222872297276616704	",1/30/2020 21:20,3,1
"1222650786393608192	",1/30/2020 6:40,"1222872254150610946	",1/30/2020 21:20,3,1
"1222650786393608192	",1/30/2020 6:40,"1222867262643720193	",1/30/2020 21:00,3,1
"1222650786393608192	",1/30/2020 6:40,"1222872527170609153	",1/30/2020 21:21,3,1
"1222650786393608192	",1/30/2020 6:40,"1222871141888471040	",1/30/2020 21:16,3,1
"1222650786393608192	",1/30/2020 6:40,"1222870727881158656	",1/30/2020 21:14,3,1
"1222650786393608192	",1/30/2020 6:40,"1222886855508545538	",1/30/2020 22:18,3,1
"1222650786393608192	",1/30/2020 6:40,"1222887874875600896	",1/30/2020 22:22,3,1
"1222650786393608192	",1/30/2020 6:40,"1222888065607225344	",1/30/2020 22:23,3,1
"1222650786393608192	",1/30/2020 6:40,"1222888113455931392	",1/30/2020 22:23,3,1
"1222650786393608192	",1/30/2020 6:40,"1222892483064946691	",1/30/2020 22:41,3,1
"1222650786393608192	",1/30/2020 6:40,"1222892725797900289	",1/30/2020 22:42,3,1
"1222650786393608192	",1/30/2020 6:40,"1222892773486891008	",1/30/2020 22:42,3,1
"1222650786393608192	",1/30/2020 6:40,"1222892813752438785	",1/30/2020 22:42,3,1
"1222650786393608192	",1/30/2020 6:40,"1222893155978301440	",1/30/2020 22:43,3,1
"1222650786393608192	",1/30/2020 6:40,"1222893312635310080	",1/30/2020 22:44,3,1
"1222650786393608192	",1/30/2020 6:40,"1222893350287601666	",1/30/2020 22:44,3,1
"1222650786393608192	",1/30/2020 6:40,"1222893430440787972	",1/30/2020 22:44,3,1
"1222650786393608192	",1/30/2020 6:40,"1222895021067653120	",1/30/2020 22:51,3,1
"1222650786393608192	",1/30/2020 6:40,"1222883050738147330	",1/30/2020 22:03,3,1
"1222650786393608192	",1/30/2020 6:40,"1222896060802060291	",1/30/2020 22:55,3,1
"1222896060802060291	",1/30/2020 22:55,"1222936166254641153	",1/31/2020 1:34,2,2
"1222650786393608192	",1/30/2020 6:40,"1222892322226089984	",1/30/2020 22:40,3,1
"1222650786393608192	",1/30/2020 6:40,"1222885036413706240	",1/30/2020 22:11,3,1
"1222650786393608192	",1/30/2020 6:40,"1222899166797369344	",1/30/2020 23:07,3,1
"1222650786393608192	",1/30/2020 6:40,"1222899369621377024	",1/30/2020 23:08,3,1
"1222650786393608192	",1/30/2020 6:40,"1222899454644064260	",1/30/2020 23:08,3,1
"1222650786393608192	",1/30/2020 6:40,"1222899787374030848	",1/30/2020 23:10,3,1
"1222899787374030848	",1/30/2020 23:10,"1222905494542737408	",1/30/2020 23:32,1,2
"1222899787374030848	",1/30/2020 23:10,"1222905671718334466	",1/30/2020 23:33,1,2
"1222650786393608192	",1/30/2020 6:40,"1222900168229474305	",1/30/2020 23:11,3,1
"1222650786393608192	",1/30/2020 6:40,"1222904753136570368	",1/30/2020 23:29,3,1
"1222650786393608192	",1/30/2020 6:40,"1222905118217179136	",1/30/2020 23:31,3,1
"1222905118217179136	",1/30/2020 23:31,"1222905332734840833	",1/30/2020 23:32,2,2
"1222650786393608192	",1/30/2020 6:40,"1222905296441360384	",1/30/2020 23:31,3,1
"1222650786393608192	",1/30/2020 6:40,"1222905363772502017	",1/30/2020 23:32,3,1
"1222905363772502017	",1/30/2020 23:32,"1222905448577277952	",1/30/2020 23:32,1,1
"1222650786393608192	",1/30/2020 6:40,"1222905438015852550	",1/30/2020 23:32,3,1
"1222650786393608192	",1/30/2020 6:40,"1222905509667332096	",1/30/2020 23:32,3,1
"1222650786393608192	",1/30/2020 6:40,"1222905583612895232	",1/30/2020 23:33,3,1
"1222650786393608192	",1/30/2020 6:40,"1222905715519418368	",1/30/2020 23:33,3,1
"1222650786393608192	",1/30/2020 6:40,"1222905909317373953	",1/30/2020 23:34,3,1
"1222650786393608192	",1/30/2020 6:40,"1222905989709492231	",1/30/2020 23:34,3,1
"1222650786393608192	",1/30/2020 6:40,"1222906164716826626	",1/30/2020 23:35,3,1
