FromNodeId,ToNodeId,Weight,Level
1224781935785992194	,1224797385488052226	,2,1
1224781935785992194	,1224802929330225152	,2,1
1224781935785992194	,1224781948264091649	,1,1
1224781935785992194	,1224782017444839432	,1,1
1224781935785992194	,1224782084759347201	,1,1
1224781935785992194	,1224782095156826112	,1,1
1224781935785992194	,1224782232356679680	,1,1
1224781935785992194	,1224782246319730688	,1,1
1224781935785992194	,1224782810545901570	,1,1
1224781935785992194	,1224783076804317184	,1,1
1224781935785992194	,1224788314257051648	,1,1
1224781935785992194	,1224788797147287554	,1,1
1224781935785992194	,1224796750004834304	,1,1
1224781935785992194	,1224796877763170304	,1,1
1224781935785992194	,1224797354034855937	,1,1
1224781935785992194	,1224797953417797633	,1,1
1224781935785992194	,1224799072013504514	,1,1
1224781935785992194	,1224801100693491727	,1,1
1224781935785992194	,1224801485596262402	,1,1
1224781935785992194	,1224802576727773185	,1,1
1224781935785992194	,1224802857112739841	,1,1
1224781935785992194	,1224806195803746304	,1,1
1224781935785992194	,1224811140389265413	,1,1
1224781935785992194	,1224811520753897475	,1,1
1224781935785992194	,1224831721998184448	,1,1
1224781935785992194	,1224865816652537856	,1,1
1224781935785992194	,1224890250490798080	,1,1
1224781935785992194	,1224907181490876416	,1,1
1224781935785992194	,1225030819934285824	,1,1
1224781935785992194	,1225079431695196160	,1,1
1224781935785992194	,1225081129234989057	,1,1
1224781935785992194	,1225505294706511872	,1,1
1224781935785992194	,1233406632006225922	,1,1
1224781935785992194	,1235060031533518849	,1,1
