FromNodeId,ToNodeId,Weight,Level
1229814354549395456	,1229814657138839552	,3,1
1229814354549395456	,1229814806686859265	,3,1
1229814354549395456	,1229815321617469440	,3,1
1229814354549395456	,1229815332866547714	,3,1
1229814354549395456	,1229817314968817664	,3,1
1229814354549395456	,1229817984027201536	,3,1
1229817984027201536	,1229819561027014656	,2,2
1229814354549395456	,1229818198817570816	,3,1
1229818198817570816	,1229818376849063936	,1,2
1229818198817570816	,1229820166139252744	,1,2
1229814354549395456	,1229819105651367936	,3,1
1229814354549395456	,1229833740089745409	,3,1
1229814354549395456	,1229843361441304576	,3,1
1229814354549395456	,1229845771702259712	,3,1
1229845771702259712	,1229888308169150464	,1,2
1229814354549395456	,1229845869660442625	,3,1
1229814354549395456	,1229882072367427587	,3,1
1229814354549395456	,1229883533549764608	,3,1
1229814354549395456	,1229887629208039424	,3,1
1229814354549395456	,1229930961653006338	,3,1
1229814354549395456	,1229974443411353600	,3,1
1229814354549395456	,1229977681166467072	,3,1
1229814354549395456	,1229994815623856128	,3,1
1229814354549395456	,1230026410317664256	,3,1
1229814354549395456	,1230072366715170817	,3,1
1229814354549395456	,1230196280644849665	,3,1
1229814354549395456	,1230282441681768449	,3,1
1229814354549395456	,1230385705144156160	,3,1
1229814354549395456	,1230540754872885249	,3,1
1229814354549395456	,1230552700850360322	,3,1
1229814354549395456	,1233159425633980417	,3,1
1229814354549395456	,1229815487934205954	,2,1
1229814354549395456	,1229817369771433986	,2,1
1229817369771433986	,1231109185271554048	,3,2
1229814354549395456	,1229817665255923712	,2,1
1229814354549395456	,1229818930111213568	,2,1
1229814354549395456	,1229818988429004802	,2,1
1229814354549395456	,1229819304750669825	,2,1
1229814354549395456	,1229887745167888384	,2,1
1229814354549395456	,1229891152251244544	,2,1
1229891152251244544	,1229892175615463434	,1,2
1229814354549395456	,1229892665384296454	,2,1
1229814354549395456	,1229893031442210816	,2,1
1229814354549395456	,1231218882527907840	,2,1
1229814354549395456	,1229814386157608960	,1,1
1229814354549395456	,1229814440440123392	,1,1
1229814354549395456	,1229814478423969792	,1,1
1229814354549395456	,1229814509986107392	,1,1
1229814354549395456	,1229814538272477187	,1,1
1229814354549395456	,1229814548590297088	,1,1
1229814354549395456	,1229814587261902848	,1,1
1229814354549395456	,1229814588020908032	,1,1
1229814354549395456	,1229814592014110721	,1,1
1229814354549395456	,1229814609256861696	,1,1
1229814354549395456	,1229814692954009600	,1,1
1229814354549395456	,1229814701061619712	,1,1
1229814354549395456	,1229814723140562944	,1,1
1229814354549395456	,1229814742870642689	,1,1
1229814354549395456	,1229814748751024130	,1,1
1229814354549395456	,1229814767327404034	,1,1
1229814354549395456	,1229814836026073088	,1,1
1229814354549395456	,1229815003315941377	,1,1
1229814354549395456	,1229815176762994691	,1,1
1229814354549395456	,1229815193296830464	,1,1
1229814354549395456	,1229815267095699459	,1,1
1229814354549395456	,1229815363812065282	,1,1
1229814354549395456	,1229815389959475200	,1,1
1229814354549395456	,1229815445722730501	,1,1
1229814354549395456	,1229815681253687296	,1,1
1229814354549395456	,1229815716754448384	,1,1
1229814354549395456	,1229815834039599104	,1,1
1229814354549395456	,1229815897981800448	,1,1
1229814354549395456	,1229815890348212230	,1,1
1229814354549395456	,1229816176324292614	,1,1
1229814354549395456	,1229816683092594688	,1,1
1229814354549395456	,1229816943609360384	,1,1
1229814354549395456	,1229817087448666114	,1,1
1229814354549395456	,1229817289849081857	,1,1
1229814354549395456	,1229817477187530752	,1,1
1229814354549395456	,1229817486813601799	,1,1
1229814354549395456	,1229817494627651584	,1,1
1229814354549395456	,1229817688098250757	,1,1
1229814354549395456	,1229817884240728064	,1,1
1229814354549395456	,1229818238458093568	,1,1
1229814354549395456	,1229818555337625600	,1,1
1229814354549395456	,1229819011715624960	,1,1
1229814354549395456	,1229819086353371137	,1,1
1229814354549395456	,1229819975013146627	,1,1
1229814354549395456	,1229832429566930946	,1,1
1229814354549395456	,1229832700133019650	,1,1
1229814354549395456	,1229832987430309888	,1,1
1229814354549395456	,1229833135380025344	,1,1
1229814354549395456	,1229834553801314304	,1,1
1229814354549395456	,1229834725792997376	,1,1
1229814354549395456	,1229836334975504385	,1,1
1229814354549395456	,1229836573426044930	,1,1
1229814354549395456	,1229838327655862272	,1,1
1229814354549395456	,1229839054579142656	,1,1
1229814354549395456	,1229840706627260417	,1,1
1229814354549395456	,1229841831036215296	,1,1
1229814354549395456	,1229843013624528896	,1,1
1229814354549395456	,1229843689519771648	,1,1
1229814354549395456	,1229850080808775681	,1,1
1229814354549395456	,1229850454349185030	,1,1
1229814354549395456	,1229851131381256192	,1,1
1229814354549395456	,1229857675028070402	,1,1
1229814354549395456	,1229859470488080386	,1,1
1229814354549395456	,1229862859418542081	,1,1
1229814354549395456	,1229865260288483335	,1,1
1229814354549395456	,1229865377066299392	,1,1
1229814354549395456	,1229872419701239814	,1,1
1229814354549395456	,1229872878021046272	,1,1
1229814354549395456	,1229877039064395776	,1,1
1229814354549395456	,1229878421775364096	,1,1
1229814354549395456	,1229884043895943170	,1,1
1229814354549395456	,1229886030611910657	,1,1
1229814354549395456	,1229911487088484352	,1,1
1229814354549395456	,1229922292785917952	,1,1
1229814354549395456	,1229926394580226048	,1,1
1229814354549395456	,1229930732186812418	,1,1
1229814354549395456	,1229933516600889354	,1,1
1229814354549395456	,1229937023374516225	,1,1
1229814354549395456	,1229939197152198656	,1,1
1229814354549395456	,1229940753968910336	,1,1
1229814354549395456	,1229941673611988994	,1,1
1229814354549395456	,1229946022010478592	,1,1
1229814354549395456	,1229951496734855168	,1,1
1229814354549395456	,1229967682151288837	,1,1
1229814354549395456	,1229973621801615361	,1,1
1229814354549395456	,1229978731307028483	,1,1
1229814354549395456	,1229993982870073344	,1,1
1229814354549395456	,1230006637513060354	,1,1
1229814354549395456	,1230021093169270784	,1,1
1229814354549395456	,1230038054410301440	,1,1
1229814354549395456	,1230050407625322496	,1,1
1229814354549395456	,1230067631564054528	,1,1
1229814354549395456	,1230069672785186816	,1,1
1229814354549395456	,1230073053780070400	,1,1
1229814354549395456	,1230077875656761347	,1,1
1229814354549395456	,1230101217134759942	,1,1
1229814354549395456	,1230101592709435399	,1,1
1229814354549395456	,1230102779269656577	,1,1
1229814354549395456	,1230105447241138176	,1,1
1229814354549395456	,1230108736150294528	,1,1
1229814354549395456	,1230125146523959297	,1,1
